competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,competênciaexc,indicadordeexclusão,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,,,
202510,3,35,355030,C,2930102,-1,251110,101,9,29,44,1,1,0,1,31,0,0,0,8220,94,6,0,1,202510,NA,NA,0,5,8220,94,
202510,3,33,330320,G,4782201,1,251110,101,7,27,44,3,3,0,1,97,0,0,0,0,4,0,1,202510,NA,NA,0,7,0,,,
202510,3,35,355030,C,2622100,1,251110,101,7,40,44,3,1,0,1,97,0,0,0,2313,37,10,0,1,202510,NA,NA,0,5,2313,37,
202510,3,31,310620,N,7820500,-1,251110,106,9,39,40,3,1,0,1,43,0,0,0,8529,94,9,0,1,202510,NA,NA,0,5,8529,94,
202510,5,52,520870,M,7220700,-1,251110,101,9,24,44,3,3,0,1,31,0,0,0,3555,5,0,1,202510,NA,NA,0,5,3555,,,
202510,3,33,330455,M,7220700,-1,251110,111,8,26,44,2,3,0,1,40,0,1,0,2013,5,0,1,202510,NA,NA,0,1,9,15,,
202510,1,11,110020,M,7220700,1,251110,111,9,38,44,3,1,0,1,97,0,1,0,404199,41,2,0,1,202510,NA,NA,0,1,1837,27,
202510,5,53,530010,M,7112000,-1,251110,101,9,33,44,3,1,0,1,31,0,0,0,8604,28,6,0,1,202510,NA,NA,0,5,8604,28,
202510,3,32,320120,G,4781400,1,251110,101,7,43,48,1,3,0,1,97,0,0,0,1547,6,3,0,1,202510,NA,NA,0,5,1547,6,
202510,3,33,330455,M,7220700,1,251110,101,9,43,44,3,1,0,1,97,0,0,0,2500,1,0,1,202510,NA,NA,0,5,2500,,,
202510,2,26,261160,M,7020400,1,251110,101,9,41,44,3,1,0,1,97,0,0,0,3322,27,5,0,1,202510,NA,NA,0,5,3322,27,
202510,3,35,355030,M,7112000,1,251110,101,10,34,44,1,1,0,1,97,0,0,0,4600,10,0,1,202510,NA,NA,0,5,4600,,,
202510,3,35,355030,M,7220700,-1,251110,111,9,31,44,3,3,0,1,40,0,1,0,8584,4,5,0,1,202510,NA,NA,0,1,39,2,
202510,3,33,330610,P,8531700,1,251110,101,9,22,40,1,1,0,1,97,0,0,0,3018,21,8,0,1,202510,NA,NA,0,5,3018,21,
202511,2,23,230440,M,7220700,1,251110,101,9,22,44,1,3,0,1,97,0,0,0,3000,3,0,1,202511,NA,NA,0,5,3000,,,
202511,3,35,350130,M,7490199,-1,251110,101,9,29,44,1,1,0,1,31,0,0,0,3184,2,0,1,202511,NA,NA,0,5,3184,,,
202511,4,43,430510,C,2229301,1,251110,101,8,35,44,1,1,0,1,97,0,0,0,4998,4,6,0,1,202511,NA,NA,0,1,22,72,
202511,4,42,421870,M,7220700,1,251110,101,9,46,44,1,3,0,1,97,0,0,0,3891,5,5,0,1,202511,NA,NA,0,5,3891,5,
202511,3,31,314070,F,4223500,-1,251110,101,9,28,44,3,1,0,4,31,0,0,0,5275,1,0,1,202511,NA,NA,0,5,5275,,,
202511,2,24,240810,M,7490199,-1,251110,101,9,32,44,3,1,0,1,31,0,0,0,3278,75,5,0,1,202511,NA,NA,0,5,3278,75,
202511,3,35,350130,M,7490199,-1,251110,101,9,30,44,1,1,0,1,31,0,0,0,3184,2,0,1,202511,NA,NA,0,5,3184,,,
202511,3,32,320120,G,4781400,1,251110,101,7,58,42,5,1,3,0,1,97,0,0,0,1655,93,3,0,1,202511,NA,NA,0,5,1655,93
202511,3,35,355030,M,7112000,1,251110,101,80,27,44,1,3,0,1,97,0,0,0,3500,10,0,1,202511,NA,NA,0,5,3500,,,
202511,2,28,280030,M,7220700,1,251110,101,9,37,44,1,3,0,1,97,0,0,0,3140,3,0,1,202511,NA,NA,0,5,3140,,,
202511,2,23,230440,M,7220700,-1,251110,101,9,22,44,1,3,0,1,43,0,0,0,3000,3,0,1,202511,NA,NA,0,5,3000,,,
202511,3,35,355030,M,7220700,1,251110,101,10,33,32,1,3,0,1,97,0,0,0,4363,64,5,0,1,202511,NA,NA,0,5,4363,64,
202511,2,26,261160,M,7020400,-1,251110,101,9,29,44,3,3,0,1,43,0,0,0,3322,28,5,0,1,202511,NA,NA,0,5,3322,28,
202511,3,33,330320,G,4782201,1,251110,101,7,40,44,2,3,0,1,97,0,0,0,0,4,0,1,202511,NA,NA,0,7,0,,,
202512,3,33,330320,G,4782201,-1,251110,101,7,40,44,2,3,0,1,31,0,0,0,0,4,0,1,202512,NA,NA,0,7,0,,,
202512,3,33,330455,K,6462000,1,251110,101,9,55,44,1,3,0,1,97,0,0,0,13151,9,0,1,202512,NA,NA,0,5,13151,,,
202512,4,42,421950,M,7112000,-1,251110,101,9,31,44,1,1,0,1,31,0,0,0,4958,5,5,0,1,202512,NA,NA,0,5,4958,5,
202512,3,33,330455,M,7220700,-1,251110,101,9,43,44,3,1,0,1,31,0,0,0,2500,1,0,1,202512,NA,NA,0,5,2500,,,
202512,3,32,320500,G,4781400,-1,251110,101,7,49,40,1,3,0,1,31,0,0,0,1650,2,0,1,202512,NA,NA,0,5,1650,,,
202512,4,42,420540,M,7112000,-1,251110,101,10,47,44,1,3,0,1,31,0,0,0,2718,5,6,0,1,202512,NA,NA,0,5,2718,5,
202512,4,43,431560,M,7220700,1,251110,101,9,33,44,3,3,0,1,97,0,0,0,2600,1,0,1,202512,NA,NA,0,5,2600,,,
202512,4,42,421870,M,7220700,-1,251110,101,11,37,44,1,1,0,1,40,0,0,0,5116,35,5,0,1,202512,NA,NA,0,5,5116,35,
202512,3,33,330320,G,4782201,1,251110,101,7,55,44,1,3,0,1,97,0,0,0,0,4,0,1,202512,NA,NA,0,7,0,,,
202512,3,33,330320,G,4782201,-1,251110,101,7,26,44,3,3,0,1,31,0,0,0,0,4,0,1,202512,NA,NA,0,7,0,,,
202512,2,26,261160,M,7490199,-1,251110,101,5,22,44,3,1,0,1,31,0,0,0,1600,6,0,1,202512,NA,NA,0,5,1600,,,
202512,3,33,330320,G,4782201,-1,251110,101,7,55,44,1,3,0,1,40,0,0,0,0,4,0,1,202512,NA,NA,0,7,0,,,
